ring A Z kinergy_MeV
7 72 26 392.50121000069703
7 73 26 392.7878300006955
7 74 26 393.07445000069396
7 75 26 393.3610700006924
7 76 26 393.6476900006909
7 50 27 401.4442
7 52 27 402.4123
7 54 27 403.2067
7 55 27 403.5456
7 47 27 400.2332236421376
7 48 27 400.6539151826354
7 49 27 401.07460672313323
7 51 27 401.9159898041288
7 53 27 402.7573728851244
7 56 27 404.01944750661784
7 57 27 404.4401390471156
7 58 27 404.8608305876134
7 59 27 405.28152212811125
7 60 27 405.70221366860903
7 61 27 406.1229052091068
7 62 27 406.5435967496046
7 63 27 406.96428829010244
7 64 27 407.38497983060023
7 65 27 407.805671371098
7 66 27 408.22636291159586
7 67 27 408.64705445209364
7 68 27 409.0677459925914
7 69 27 409.4884375330892
7 70 27 409.90912907358705
7 71 27 410.32982061408484
7 72 27 410.7505121545826
7 73 27 411.1712036950804
7 74 27 411.59189523557825
7 75 27 412.01258677607603
7 76 27 412.4332783165738
7 77 27 412.85396985707166
7 78 27 413.27466139756945
7 53 28 421.8844
7 55 28 422.7126
7 58 28 423.662
7 60 28 424.1137
7 48 28 420.38881206977555
7 49 28 420.70697241460164
7 50 28 421.0251327594278
7 51 28 421.34329310425386
7 52 28 421.66145344907994
7 54 28 422.29777413873217
7 56 28 422.9340948283844
7 57 28 423.2522551732105
7 59 28 423.8885758628627
7 61 28 424.52489655251486
7 62 28 424.84305689734094
7 63 28 425.1612172421671
7 64 28 425.47937758699317
7 65 28 425.79753793181925
7 66 28 426.1156982766454
7 67 28 426.4338586214715
7 68 28 426.75201896629756
7 69 28 427.0701793111237
7 70 28 427.3883396559498
7 71 28 427.70650000077586
7 72 28 428.024660345602
7 73 28 428.3428206904281
7 74 28 428.66098103525417
7 75 28 428.9791413800803
7 76 28 429.2973017249064
7 77 28 429.6154620697325
7 78 28 429.9336224145586
7 79 28 430.2517827593847
7 80 28 430.5699431042108
7 81 28 430.88810344903686
7 82 28 431.206263793863
8 1 1 2.0676
8 2 1 2.6046
8 3 1 2.9487
8 4 1 3.4213999990375443
8 5 1 3.8619499984600703
8 6 1 4.302499997882597
8 7 1 4.743049997305123
8 3 2 7.3939
8 4 2 8.1016
8 6 2 9.151
8 8 2 9.8843
8 5 2 8.509279660602115
8 7 2 9.496642377443445
8 9 2 10.484005094284775
8 10 2 10.977686452705441
8 7 3 15.5539
8 8 3 16.0459
8 9 3 16.4597
8 11 3 17.1081
8 13 3 17.5311
8 3 3 14.386865517264042
8 4 3 14.713058620710846
8 5 3 15.039251724157653
8 6 3 15.365444827604458
8 10 3 16.67021724139168
8 12 3 17.322603448285292
8 6 4 21.3052
8 10 4 24.3026
8 11 4 24.8146
8 12 4 25.2634
8 14 4 26.0012
8 5 4 20.978481818214494
8 7 4 22.178095454576383
8 8 4 22.777902272757327
8 9 4 23.377709090938275
8 13 4 25.776936363662053
8 15 4 26.97655000002394
8 16 4 27.576356818204886
8 10 5 32.0706
8 11 5 32.7857
8 12 5 33.4333
8 13 5 33.9974
8 19 5 36.1008
8 6 5 30.683197988564228
8 7 5 31.11096399019791
8 8 5 31.53872999183159
8 9 5 31.966495993465273
8 14 5 34.10532600163368
8 15 5 34.533092003267356
8 16 5 34.96085800490104
8 17 5 35.38862400653473
8 18 5 35.816390008168405
8 20 5 36.67192201143577
8 21 5 37.099688013069446
8 14 6 43.4355
8 15 6 44.0512
8 16 6 44.6096
8 17 6 45.1089
8 22 6 46.8782
8 8 6 41.14490721656497
8 9 6 41.56215412378019
8 10 6 41.97940103099541
8 11 6 42.396647938210634
8 12 6 42.81389484542586
8 13 6 43.23114175264108
8 18 6 45.31737628871719
8 19 6 45.734623195932414
8 20 6 46.151870103147644
8 21 6 46.569117010362866
8 23 6 47.40361082479331
8 15 7 53.3698
8 16 7 54.0849
8 17 7 54.7281
8 18 7 55.3084
8 23 7 57.4513
8 10 7 51.121127319675125
8 11 7 51.616944329983305
8 12 7 52.112761340291485
8 13 7 52.608578350599664
8 14 7 53.104395360907844
8 19 7 55.58348041244874
8 20 7 56.07929742275692
8 21 7 56.5751144330651
8 22 7 57.07093144337328
8 24 7 58.06256546398964
8 25 7 58.55838247429783
8 16 8 63.5263
8 17 8 64.2977
8 18 8 64.9888
8 19 8 65.6238
8 24 8 67.9511
8 11 8 61.08203659804519
8 12 8 61.61992164959058
8 13 8 62.15780670113596
8 14 8 62.69569175268135
8 15 8 63.23357680422673
8 20 8 65.92300206195365
8 21 8 66.46088711349904
8 22 8 66.99877216504441
8 23 8 67.5366572165898
8 25 8 68.61242731968056
8 26 8 69.15031237122595
8 27 8 69.68819742277134
8 28 8 70.22608247431673
8 17 9 74.1573
8 18 9 74.9687
8 19 9 75.7051
8 20 9 76.3901
8 29 9 80.2041
8 13 9 72.62635148198628
8 14 9 73.10776049751439
8 15 9 73.58916951304252
8 16 9 74.07057852857064
8 21 9 76.47762360621125
8 22 9 76.95903262173938
8 23 9 77.4404416372675
8 24 9 77.92185065279563
8 25 9 78.40325966832374
8 26 9 78.88466868385187
8 27 9 79.36607769937999
8 28 9 79.84748671490811
8 30 9 80.81030474596436
8 31 9 81.29171376149247
8 20 10 86.6357
8 21 10 87.3404
8 22 10 87.9777
8 23 10 88.574
8 30 10 91.2427
8 15 10 84.7268796179843
8 16 10 85.16922356702766
8 17 10 85.61156751607102
8 18 10 86.0539114651144
8 19 10 86.49625541415776
8 24 10 88.7079751593746
8 25 10 89.15031910841797
8 26 10 89.59266305746134
8 27 10 90.03500700650471
8 28 10 90.47735095554808
8 29 10 90.91969490459145
8 31 10 91.80438280267819
8 32 10 92.24672675172155
8 33 10 92.68907070076492
8 34 10 93.13141464980829
8 22 11 98.1872
8 23 11 98.8241
8 24 11 99.4004
8 25 11 99.9187
8 31 11 101.8681
8 17 11 96.50395594036596
8 18 11 96.89592394782021
8 19 11 97.28789195527447
8 20 11 97.67985996272873
8 21 11 98.07182797018298
8 26 11 100.03166800745426
8 27 11 100.42363601490851
8 28 11 100.81560402236276
8 29 11 101.20757202981702
8 30 11 101.59954003727128
8 32 11 102.38347605217979
8 33 11 102.77544405963404
8 34 11 103.16741206708829
8 35 11 103.55938007454256
8 36 11 103.95134808199681
8 37 11 104.34331608945106
8 38 11 104.73528409690532
8 39 11 105.12725210435957
8 24 12 110.5329
8 25 12 111.1318
8 26 12 111.6765
8 27 12 112.1673
8 35 12 114.2691
8 19 12 109.26763316081649
8 20 12 109.58761968931242
8 21 12 109.90760621780834
8 22 12 110.22759274630427
8 23 12 110.5475792748002
8 28 12 112.14751191727983
8 29 12 112.46749844577575
8 30 12 112.78748497427168
8 31 12 113.10747150276761
8 32 12 113.42745803126353
8 33 12 113.74744455975946
8 34 12 114.06743108825538
8 36 12 114.70740414524724
8 37 12 115.02739067374316
8 38 12 115.34737720223909
8 39 12 115.66736373073502
8 40 12 115.98735025923094
8 41 12 116.30733678772687
8 27 13 123.9468
8 28 13 124.4662
8 29 13 124.9388
8 30 13 125.3628
8 36 13 126.7303
8 21 13 122.44834400021911
8 22 13 122.74174800021757
8 23 13 123.03515200021603
8 24 13 123.32855600021448
8 25 13 123.62196000021294
8 26 13 123.9153640002114
8 31 13 125.38238400020367
8 32 13 125.67578800020213
8 33 13 125.96919200020058
8 34 13 126.26259600019904
8 35 13 126.5560000001975
8 37 13 127.1428080001944
8 38 13 127.43621200019287
8 39 13 127.72961600019133
8 40 13 128.02302000018977
8 41 13 128.31642400018822
8 42 13 128.6098280001867
8 43 13 128.90323200018514
8 30 14 137.9417
8 31 14 138.4075
8 32 14 138.8332
8 33 14 139.2159
8 37 14 140.0453
8 22 14 135.8084253427118
8 23 14 136.0990191783267
8 24 14 136.38961301394158
8 25 14 136.68020684955647
8 26 14 136.97080068517135
8 27 14 137.26139452078624
8 28 14 137.55198835640113
8 29 14 137.84258219201604
8 34 14 139.29555137009046
8 35 14 139.58614520570538
8 36 14 139.87673904132026
8 38 14 140.45792671255003
8 39 14 140.74852054816492
8 40 14 141.0391143837798
8 41 14 141.32970821939472
8 42 14 141.6203020550096
8 43 14 141.9108958906245
8 44 14 142.20148972623937
8 45 14 142.49208356185426
8 32 15 153.0733
8 33 15 153.5878
8 34 15 154.0616
8 38 15 155.6032
8 45 15 157.0722
8 24 15 150.92049636494963
8 25 15 151.22365149680854
8 26 15 151.52680662866743
8 27 15 151.82996176052634
8 28 15 152.13311689238523
8 29 15 152.43627202424415
8 30 15 152.73942715610303
8 31 15 153.04258228796192
8 35 15 154.25520281539752
8 36 15 154.55835794725644
8 37 15 154.86151307911533
8 39 15 155.46782334283313
8 40 15 155.77097847469204
8 41 15 156.07413360655093
8 42 15 156.37728873840985
8 43 15 156.68044387026873
8 44 15 156.98359900212765
8 46 15 157.58990926584545
8 47 15 157.89306439770434
8 34 16 165.2335
8 36 16 166.0577
8 40 16 167.2784
8 41 16 167.5013
8 26 16 162.7401358781587
8 27 16 163.0616328247221
8 28 16 163.3831297712855
8 29 16 163.7046267178489
8 30 16 164.02612366441232
8 31 16 164.34762061097572
8 32 16 164.66911755753912
8 33 16 164.99061450410252
8 35 16 165.63360839722935
8 37 16 166.27660229035615
8 38 16 166.59809923691955
8 39 16 166.91959618348295
8 42 16 167.88408702317318
8 43 16 168.20558396973658
8 44 16 168.5270809163
8 45 16 168.8485778628634
8 46 16 169.1700748094268
8 47 16 169.4915717559902
8 48 16 169.8130687025536
8 49 16 170.13456564911704
8 37 17 179.3309
8 38 17 179.6963
8 39 17 180.023
8 40 17 180.3153
8 28 17 176.3974800003212
8 29 17 176.72547000031975
8 30 17 177.0534600003183
8 31 17 177.38145000031687
8 32 17 177.70944000031542
8 33 17 178.03743000031398
8 34 17 178.36542000031253
8 35 17 178.69341000031108
8 36 17 179.02140000030965
8 41 17 180.6613500003024
8 42 17 180.98934000030098
8 43 17 181.31733000029953
8 44 17 181.64532000029809
8 45 17 181.97331000029664
8 46 17 182.30130000029519
8 47 17 182.62929000029374
8 48 17 182.95728000029231
8 49 17 183.28527000029086
8 50 17 183.61326000028942
8 51 17 183.94125000028797
8 52 17 184.26924000028652
8 38 18 192.9533
8 40 18 193.6739
8 44 18 194.7074
8 46 18 195.0511
8 29 18 190.69751000035046
8 30 18 190.95896500034885
8 31 18 191.22042000034725
8 32 18 191.48187500034564
8 33 18 191.74333000034403
8 34 18 192.00478500034242
8 35 18 192.26624000034082
8 36 18 192.5276950003392
8 37 18 192.7891500003376
8 39 18 193.31206000033436
8 41 18 193.83497000033114
8 42 18 194.09642500032953
8 43 18 194.35788000032792
8 45 18 194.8807900003247
8 47 18 195.40370000032146
8 48 18 195.66515500031986
8 49 18 195.92661000031825
8 50 18 196.18806500031664
8 51 18 196.44952000031503
8 52 18 196.71097500031343
8 53 18 196.97243000031182
8 54 18 197.23388500031018
8 44 19 207.5353
8 45 19 207.731
8 48 19 208.158
8 50 19 208.3132
8 31 19 205.88232307730252
8 32 19 206.01261208828964
8 33 19 206.14290109927674
8 34 19 206.27319011026384
8 35 19 206.40347912125094
8 36 19 206.53376813223807
8 37 19 206.66405714322516
8 38 19 206.79434615421226
8 39 19 206.9246351651994
8 40 19 207.0549241761865
8 41 19 207.1852131871736
8 42 19 207.31550219816071
8 43 19 207.4457912091478
8 46 19 207.83665824210914
8 47 19 207.96694725309624
8 49 19 208.22752527507046
8 51 19 208.4881032970447
8 52 19 208.6183923080318
8 53 19 208.74868131901889
8 54 19 208.878970330006
8 55 19 209.0092593409931
8 56 19 209.1395483519802
8 57 19 209.26983736296734
8 58 19 209.40012637395444
8 59 19 209.53041538494153
8 40 20 219.5136
8 44 20 220.7242
8 46 20 221.1345
8 50 20 221.6066
8 33 20 218.23504038797464
8 34 20 218.4441807723101
8 35 20 218.65332115664552
8 36 20 218.86246154098097
8 37 20 219.07160192531643
8 38 20 219.28074230965186
8 39 20 219.4898826939873
8 41 20 219.9081634626582
8 42 20 220.11730384699365
8 43 20 220.3264442313291
8 45 20 220.744725
8 47 20 221.1630057686709
8 48 20 221.37214615300633
8 49 20 221.58128653734178
8 51 20 221.99956730601266
8 52 20 222.20870769034812
8 53 20 222.41784807468358
8 54 20 222.626988459019
8 55 20 222.83612884335446
8 56 20 223.04526922768991
8 57 20 223.25440961202537
8 58 20 223.4635499963608
8 59 20 223.67269038069625
8 60 20 223.8818307650317
8 61 20 224.09097114936714
8 43 21 234.0726
8 44 21 234.3583
8 46 21 234.8243
8 48 21 235.1695
8 35 21 232.36637626107228
8 36 21 232.5848932112038
8 37 21 232.80341016133528
8 38 21 233.0219271114668
8 39 21 233.2404440615983
8 40 21 233.4589610117298
8 41 21 233.6774779618613
8 42 21 233.89599491199283
8 45 21 234.55154576238735
8 47 21 234.98857966265035
8 49 21 235.42561356291336
8 50 21 235.64413051304487
8 51 21 235.8626474631764
8 52 21 236.08116441330787
8 53 21 236.2996813634394
8 54 21 236.5181983135709
8 55 21 236.7367152637024
8 56 21 236.9552322138339
8 57 21 237.17374916396543
8 58 21 237.3922661140969
8 59 21 237.61078306422843
8 60 21 237.82930001435994
8 61 21 238.04781696449143
8 62 21 238.26633391462295
8 63 21 238.48485086475446
8 46 22 247.8607
8 47 22 248.0561
8 48 22 248.2185
8 50 22 248.4556
8 52 22 248.589
8 37 22 246.84510000045563
8 38 22 246.96500344872956
8 39 22 247.0849068970035
8 40 22 247.20481034527745
8 41 22 247.32471379355138
8 42 22 247.4446172418253
8 43 22 247.56452069009924
8 44 22 247.68442413837317
8 45 22 247.8043275866471
8 49 22 248.28394137974286
8 51 22 248.52374827629072
8 53 22 248.76355517283858
8 54 22 248.8834586211125
8 55 22 249.00336206938644
8 56 22 249.12326551766037
8 57 22 249.2431689659343
8 58 22 249.36307241420826
8 59 22 249.4829758624822
8 60 22 249.60287931075612
8 61 22 249.72278275903005
8 62 22 249.84268620730398
8 63 22 249.96258965557791
8 64 22 250.08249310385185
8 65 22 250.20239655212578
8 47 23 261.186
8 50 23 261.6032
8 51 23 261.6816
8 55 23 261.7376
8 39 23 260.7788244279624
8 40 23 260.84463511498325
8 41 23 260.9104458020041
8 42 23 260.976256489025
8 43 23 261.04206717604586
8 44 23 261.10787786306673
8 45 23 261.1736885500876
8 46 23 261.2394992371085
8 48 23 261.3711206111502
8 49 23 261.4369312981711
8 52 23 261.6343633592337
8 53 23 261.7001740462546
8 54 23 261.76598473327545
8 56 23 261.8976061073172
8 57 23 261.96341679433806
8 58 23 262.02922748135893
8 59 23 262.0950381683798
8 60 23 262.1608488554007
8 61 23 262.22665954242154
8 62 23 262.2924702294424
8 63 23 262.3582809164633
8 64 23 262.42409160348416
8 65 23 262.48990229050503
8 66 23 262.5557129775259
8 67 23 262.62152366454677
8 43 24 272.1167
8 45 24 272.6418
8 50 24 273.3329
8 55 24 273.2687
8 41 24 272.1549083578507
8 42 24 272.2494072051109
8 44 24 272.4384048996315
8 46 24 272.62740259415204
8 47 24 272.72190144141234
8 48 24 272.8164002886726
8 49 24 272.9108991359329
8 51 24 273.0998968304534
8 52 24 273.1943956777137
8 53 24 273.288894524974
8 54 24 273.3833933722343
8 56 24 273.57239106675485
8 57 24 273.66688991401514
8 58 24 273.7613887612754
8 59 24 273.8558876085357
8 60 24 273.950386455796
8 61 24 274.0448853030562
8 62 24 274.1393841503165
8 63 24 274.2338829975768
8 64 24 274.32838184483705
8 65 24 274.42288069209735
8 66 24 274.51737953935765
8 67 24 274.61187838661795
8 68 24 274.7063772338782
8 69 24 274.8008760811385
8 70 24 274.8953749283988
8 50 25 285.7712
8 52 25 285.7822
8 55 25 285.5897
8 58 25 285.1607
8 43 25 286.40691768760337
8 44 25 286.32961836787314
8 45 25 286.2523190481429
8 46 25 286.1750197284127
8 47 25 286.09772040868245
8 48 25 286.0204210889522
8 49 25 285.943121769222
8 51 25 285.78852312976153
8 53 25 285.63392449030107
8 54 25 285.55662517057084
8 56 25 285.4020265311103
8 57 25 285.3247272113801
8 59 25 285.17012857191963
8 60 25 285.0928292521894
8 61 25 285.0155299324592
8 62 25 284.93823061272894
8 63 25 284.8609312929987
8 64 25 284.7836319732685
8 65 25 284.70633265353825
8 66 25 284.629033333808
8 67 25 284.5517340140778
8 68 25 284.47443469434756
8 69 25 284.39713537461733
8 70 25 284.3198360548871
8 71 25 284.2425367351569
8 72 25 284.16523741542665
8 73 25 284.08793809569636
8 47 26 298.2951
8 50 26 298.519
8 51 26 298.5282
8 52 26 298.5043
8 45 26 298.22897142912154
8 46 26 298.2755071434052
8 48 26 298.3685785719725
8 49 26 298.41511428625614
8 53 26 298.60125714339074
8 54 26 298.64779285767435
8 55 26 298.694328571958
8 56 26 298.7408642862416
8 57 26 298.7874000005253
8 58 26 298.83393571480894
8 59 26 298.88047142909255
8 60 26 298.9270071433762
8 61 26 298.9735428576599
8 62 26 299.0200785719435
8 63 26 299.06661428622715
8 64 26 299.1131500005108
8 65 26 299.1596857147944
8 66 26 299.2062214290781
8 67 26 299.2527571433617
8 68 26 299.29929285764536
8 69 26 299.345828571929
8 70 26 299.3923642862126
8 71 26 299.4389000004963
8 72 26 299.48543571477995
8 73 26 299.53197142906356
8 74 26 299.5785071433472
8 75 26 299.62504285763083
8 76 26 299.6715785719145
8 50 27 310.5225
8 51 27 310.4936
8 52 27 310.432
8 53 27 310.3411
8 47 27 310.7199100005732
8 48 27 310.65933000057083
8 49 27 310.59875000056854
8 54 27 310.29585000055687
8 55 27 310.2352700005545
8 56 27 310.17469000055223
8 57 27 310.1141100005499
8 58 27 310.05353000054754
8 59 27 309.9929500005452
8 60 27 309.9323700005429
8 61 27 309.87179000054056
8 62 27 309.8112100005382
8 63 27 309.75063000053586
8 64 27 309.6900500005336
8 65 27 309.6294700005312
8 66 27 309.5688900005289
8 67 27 309.5083100005266
8 68 27 309.44773000052425
8 69 27 309.3871500005219
8 70 27 309.32657000051955
8 71 27 309.26599000051726
8 72 27 309.2054100005149
8 73 27 309.14483000051257
8 74 27 309.0842500005103
8 75 27 309.02367000050793
8 76 27 308.9630900005056
8 77 27 308.90251000050324
8 78 27 308.84193000050095
8 51 28 325.6111
8 55 28 325.3351
8 58 28 324.8168
8 60 28 324.3391
8 65 28 321.5998
8 48 28 327.08807888147305
8 49 28 326.80770144464714
8 50 28 326.5273240078212
8 52 28 325.96656913416945
8 53 28 325.68619169734353
8 54 28 325.4058142605176
8 56 28 324.84505938686584
8 57 28 324.5646819500399
8 59 28 324.0039270763881
8 61 28 323.4431722027363
8 62 28 323.1627947659104
8 63 28 322.88241732908455
8 64 28 322.60203989225863
8 66 28 322.0412850186068
8 67 28 321.7609075817809
8 68 28 321.480530144955
8 69 28 321.2001527081291
8 70 28 320.9197752713032
8 71 28 320.63939783447734
8 72 28 320.3590203976514
8 73 28 320.0786429608255
8 74 28 319.7982655239996
8 75 28 319.5178880871737
8 76 28 319.2375106503478
8 77 28 318.9571332135219
8 78 28 318.676755776696
8 79 28 318.39637833987007
8 80 28 318.1160009030442
8 81 28 317.8356234662183
8 82 28 317.5552460293924
